h11,cy_index,triag_index,tau,cy_volume,f_GeV,g_eff_GeV_inv,mass
100,0,8,57.499999999027494,1407191.7694688214,31579281979567.94,3.67872491157705e-17,6.636748117739733e-47
100,0,8,50.18229166660451,1407191.7694688214,32227965997252.215,3.604679591565217e-17,6.269499943906295e-37
100,0,8,73.49999999999545,1407191.7694688214,24417295401414.72,4.757754263857656e-17,1.269516548476417e-68
100,0,8,64.49999999998397,1407191.7694688214,27713571910126.496,4.1918628058732454e-17,2.128289018436875e-56
100,0,8,16.500000002019988,1407191.7694688214,40112179745758.93,2.896165006346624e-17,4544769139.026947
100,0,8,38.79166666552737,1407191.7694688214,35167990387836.754,3.3033303872868445e-17,1.9971820518005025e-21
100,0,8,36.749999999991815,1407191.7694688214,32128969740008.867,3.615786383691267e-17,1.3343511304824113e-18
100,0,8,65.34396701383378,1407191.7694688214,29307113439806.79,3.96393495205711e-17,1.4199119879662172e-57
100,0,8,33.99999999996817,1407191.7694688214,32668960722016.504,3.5560204163354873e-17,7.414239004380315e-15
100,0,9,1.5000000134054972,4172325.159928152,51122486709082.16,2.272414719750211e-17,1.0418889003711723e+30
100,0,9,0.5000000208370352,4172325.159928152,60327362001944.64,1.9256849206203985e-17,2.043127130874887e+31
100,0,9,1.5000000041582098,4172325.159928152,48001151950086.16,2.4201813204140052e-17,1.1096390575029138e+30
100,0,9,73.05952380921735,4172325.159928152,11952477414290.176,9.719448720234366e-17,1.0347925447523399e-67
100,0,9,34.99999998785279,4172325.159928152,20782149926966.996,5.589965028459748e-17,5.036572497014665e-16
100,0,9,5.5000000424727205,4172325.159928152,31953210752859.234,3.635675056459156e-17,5.813175347713307e+24
100,0,9,30.97581845086279,4172325.159928152,21221173288301.44,5.474319903508562e-17,1.5259991935182202e-10
100,0,9,13.999999977124673,4172325.159928152,28575198581591.176,4.065465756125777e-17,16433866374032.62
100,0,9,25.922902490444358,4172325.159928152,20144592229179.613,5.766882247419107e-17,0.0012596336950719824
100,0,9,31.49999999823831,4172325.159928152,19780350655811.895,5.87307542365631e-17,3.154342164126998e-11
100,0,9,51.97307255655733,4172325.159928152,18835855254311.78,6.167571885612127e-17,3.865283510478824e-39
100,0,9,35.78571430525244,4172325.159928152,15145847612252.377,7.670187518193091e-17,5.854933203555523e-17
100,0,9,15.499999994442533,4172325.159928152,25276868794263.625,4.5959605302978414e-17,166894175367.59155
100,0,9,5.999999996261863,4172325.159928152,30250970242984.957,3.8402567049859296e-17,1.2764402923562056e+24
100,0,9,68.64285714285143,4172325.159928152,16524418895303.438,7.030292081313129e-17,7.9465860294293e-62
100,0,9,18.1190476190593,4172325.159928152,15340921799388.963,7.572653900926605e-17,73442313.5548677
100,0,10,7.499999999957403,1399504.8149397199,122724895677355.8,9.466008560591332e-18,2.8264584512731003e+21
100,0,10,1.5000000071641466,1399504.8149397199,99559146029093.73,1.1668590575697036e-17,5.349980853631298e+29
100,0,10,0.5000000105773807,1399504.8149397199,109265254824928.67,1.0632061536312685e-17,1.1280481998649328e+31
100,0,10,6.186018741026373,1399504.8149397199,62197736843240.375,1.8677768228246763e-17,3.460713554065855e+23
100,0,10,59.500000007281415,1399504.8149397199,34080111859018.305,3.408776702040414e-17,1.1484282207197863e-49
100,0,10,2.000000002381398,1399504.8149397199,67526896007338.62,1.7203736314982944e-17,1.6397152398165107e+29
100,0,10,48.01385198084911,1399504.8149397199,40946035699251.85,2.8371853177980655e-17,4.48561268066451e-34
100,0,10,53.66949152357461,1399504.8149397199,23458318181385.19,4.95225149602319e-17,1.5042357326564544e-41
100,0,10,10.000000022658469,1399504.8149397199,51750697172073.49,2.2448294932467703e-17,2.6020650946033137e+18
100,0,10,39.330427683094285,1399504.8149397199,42874142367688.92,2.7095933560994724e-17,3.0150670049249732e-22
100,0,10,54.665254222252884,1399504.8149397199,42522880947460.266,2.731976026071472e-17,3.634084430072491e-43
100,0,10,7.99999999541842,1399504.8149397199,41253093595181.31,2.8160673826780004e-17,1.7479563551244183e+21
100,0,10,37.17977053997876,1399504.8149397199,29840683400266.316,3.8930573321560065e-17,3.723826173569386e-19
100,0,10,54.387460499820605,1399504.8149397199,25255094404895.395,4.599923066826247e-17,1.4644814781680283e-42
100,0,10,70.61123384103098,1399504.8149397199,28395664035649.18,4.091170087169152e-17,9.537798292561615e-65
100,0,10,31.24745762257453,1399504.8149397199,27851492681133.957,4.171104674279991e-17,4.952872603827995e-11
100,0,10,61.3577635729398,1399504.8149397199,32707899496526.758,3.5517869718380734e-17,3.493522405841934e-52
100,0,10,11.186745902528855,1399504.8149397199,46563974151071.9,2.494879215658154e-17,6.950504130777511e+16
100,0,10,22.36440677788687,1399504.8149397199,31899954970406.062,3.6417446800701246e-17,56.982314534487045
100,0,10,17.466245331653795,1399504.8149397199,30752681009613.254,3.7776053174563135e-17,284828096.02104056
100,0,10,66.08948578200113,1399504.8149397199,30409447415499.414,3.820243417140861e-17,1.3153997776980779e-58
100,0,10,74.23755745095468,1399504.8149397199,32312624435324.29,3.595235402202542e-17,9.454917531185371e-70
100,0,10,26.936440681482964,1399504.8149397199,35783654006395.55,3.246496047809698e-17,2.936773973317294e-05
100,0,10,13.000000015539513,1399504.8149397199,47450202842495.625,2.4482822906693988e-17,229016744402555.62
100,0,10,2.0000000008473933,1399504.8149397199,67585945462603.72,1.718870550863747e-17,1.6382826378542095e+29
100,0,10,21.851623096977846,1399504.8149397199,38256980706317.164,3.036608983854548e-17,237.93010299602375
100,0,10,68.35585141079201,1399504.8149397199,29509676829876.508,3.936725297863554e-17,1.0962918009165839e-61
100,0,10,50.99540362013158,1399504.8149397199,30492005255758.965,3.809900015874218e-17,5.150970838829282e-38
100,0,10,16.406779662195888,1399504.8149397199,27760449951964.62,4.1847841626836203e-17,8801348469.83768
100,0,10,64.83065211138046,1399504.8149397199,30150009227368.33,3.8531162770756126e-17,6.923118045543334e-57
100,0,10,29.8197087761813,1399504.8149397199,33821048534730.824,3.4348873361704425e-17,3.6183063201746677e-09
100,0,11,54.586199392189215,3163744.2405125354,75522245817987.64,1.5382420113397034e-17,2.6230304857101e-43
100,0,11,3.836633656778986,3163744.2405125354,42667029181341.92,2.722746193886731e-17,8.096424801601355e+26
100,0,11,3.5000000133727553,3163744.2405125354,52989544670787.836,2.1923474155081015e-17,1.877113299371554e+27
100,0,11,0.500000019985805,3163744.2405125354,69965892974102.6,1.660401752478924e-17,1.7616650789481254e+31
100,0,11,7.500000000497323,3163744.2405125354,39561144319586.73,2.9365048283104465e-17,8.768118919370034e+21
100,0,11,63.27227722212592,3163744.2405125354,22458532555390.86,5.1727106845218814e-17,1.2428469747806762e-54
100,0,11,2.000000004441972,3163744.2405125354,44757226110984.086,2.595591849679947e-17,2.473899510425392e+29
100,0,11,22.00000004226922,3163744.2405125354,28425042681964.676,4.0869416664644846e-17,200.9171288783147
100,0,11,72.8988334560238,3163744.2405125354,24922886308768.348,4.6612374613722596e-17,8.221574654755749e-68
100,0,11,13.999999969744522,3163744.2405125354,33002504400379.094,3.520081079259499e-17,14229253643666.572
100,0,11,39.530989608848074,3163744.2405125354,25274925428334.35,4.5963139095049215e-17,2.723708222580222e-22
100,0,11,33.516959124791356,3163744.2405125354,20828402894493.617,5.577551572073006e-17,5.303901849276921e-14
100,0,11,37.080198018127476,3163744.2405125354,18604392101289.188,6.244304606969809e-17,8.166520853369216e-19
100,0,11,21.000000004290996,3163744.2405125354,26092644107791.66,4.4522697978800176e-17,5064.964477600056
100,0,11,41.00000003199102,3163744.2405125354,23313649661616.535,4.982981772228349e-17,2.9238636357913038e-24
100,0,11,3.673267328758527,3163744.2405125354,36911274824805.15,3.147317231912108e-17,1.563578901259277e+27
100,0,11,40.539603939455446,3163744.2405125354,23647121430019.113,4.9127117502123346e-17,1.2244544685427301e-23
